Ward,Precinct,Votes,Joseph R. Biden & Kamala D. Harris ,%,Donald J. Trump & Michael R. Pence ,%,Howie Hawkins & Angela Walker ,%,Gloria La Riva & Leonard Peltier ,%,Brian Carroll & Amar Patel ,%,Jo Jorgensen & Jeremy ''Spike'' Cohen ,%
48,1,658,601,91.34%,42,6.38%,6,0.91%,1,0.15%,1,0.15%,7,1.06%
48,2,302,262,86.75%,33,10.93%,3,0.99%,1,0.33%,1,0.33%,2,0.66%
48,3,783,679,86.72%,90,11.49%,6,0.77%,3,0.38%,0,0%,5,0.64%
48,4,665,612,92.03%,46,6.92%,2,0.30%,3,0.45%,1,0.15%,1,0.15%
48,5,379,332,87.60%,42,11.08%,3,0.79%,1,0.26%,0,0%,1,0.26%
48,6,826,721,87.29%,87,10.53%,5,0.61%,2,0.24%,2,0.24%,9,1.09%
48,7,690,648,93.91%,37,5.36%,3,0.43%,0,0%,0,0%,2,0.29%
48,8,355,295,83.10%,54,15.21%,1,0.28%,2,0.56%,0,0%,3,0.85%
48,9,482,362,75.10%,113,23.44%,2,0.41%,1,0.21%,1,0.21%,3,0.62%
48,10,889,832,93.59%,50,5.62%,3,0.34%,2,0.22%,1,0.11%,1,0.11%
48,11,545,506,92.84%,28,5.14%,5,0.92%,2,0.37%,1,0.18%,3,0.55%
48,12,827,751,90.81%,61,7.38%,3,0.36%,2,0.24%,0,0%,10,1.21%
48,13,880,730,82.95%,140,15.91%,3,0.34%,0,0%,3,0.34%,4,0.45%
48,14,338,269,79.59%,67,19.82%,0,0%,0,0%,1,0.30%,1,0.30%
48,15,442,368,83.26%,67,15.16%,4,0.90%,0,0%,1,0.23%,2,0.45%
48,16,747,649,86.88%,86,11.51%,7,0.94%,2,0.27%,0,0%,3,0.40%
48,17,605,522,86.28%,66,10.91%,12,1.98%,0,0%,0,0%,5,0.83%
48,18,489,402,82.21%,79,16.16%,3,0.61%,1,0.20%,3,0.61%,1,0.20%
48,19,455,413,90.77%,33,7.25%,2,0.44%,2,0.44%,1,0.22%,4,0.88%
48,20,703,635,90.33%,60,8.53%,3,0.43%,1,0.14%,2,0.28%,2,0.28%
48,21,918,781,85.08%,116,12.64%,6,0.65%,3,0.33%,0,0%,12,1.31%
48,22,547,442,80.80%,102,18.65%,2,0.37%,1,0.18%,0,0%,0,0%
48,23,642,542,84.42%,85,13.24%,3,0.47%,1,0.16%,3,0.47%,8,1.25%
48,24,833,614,73.71%,211,25.33%,3,0.36%,1,0.12%,0,0%,4,0.48%
48,25,540,495,91.67%,33,6.11%,7,1.30%,1,0.19%,0,0%,4,0.74%
48,26,328,277,84.45%,45,13.72%,2,0.61%,1,0.30%,0,0%,3,0.91%
48,27,653,582,89.13%,54,8.27%,9,1.38%,2,0.31%,1,0.15%,5,0.77%
48,28,845,620,73.37%,205,24.26%,11,1.30%,3,0.36%,2,0.24%,4,0.47%
48,29,311,273,87.78%,36,11.58%,0,0%,0,0%,2,0.64%,0,0%
48,30,554,500,90.25%,42,7.58%,6,1.08%,1,0.18%,2,0.36%,3,0.54%
48,31,964,834,86.51%,106,11.00%,13,1.35%,3,0.31%,0,0%,8,0.83%
48,32,749,657,87.72%,73,9.75%,9,1.20%,2,0.27%,4,0.53%,4,0.53%
48,33,370,314,84.86%,54,14.59%,2,0.54%,0,0%,0,0%,0,0%
48,34,585,530,90.60%,43,7.35%,6,1.03%,1,0.17%,1,0.17%,4,0.68%
48,35,462,364,78.79%,89,19.26%,3,0.65%,2,0.43%,3,0.65%,1,0.22%
48,36,382,324,84.82%,52,13.61%,1,0.26%,1,0.26%,0,0%,4,1.05%
48,37,703,645,91.75%,47,6.69%,5,0.71%,2,0.28%,1,0.14%,3,0.43%
48,38,676,596,88.17%,72,10.65%,1,0.15%,3,0.44%,0,0%,4,0.59%
48,39,528,442,83.71%,81,15.34%,0,0%,1,0.19%,0,0%,4,0.76%
48,40,579,526,90.85%,43,7.43%,3,0.52%,3,0.52%,0,0%,4,0.69%
48,41,859,773,89.99%,70,8.15%,6,0.70%,4,0.47%,0,0%,6,0.70%
48,42,721,679,94.17%,30,4.16%,3,0.42%,5,0.69%,1,0.14%,3,0.42%
48,43,774,685,88.50%,77,9.95%,6,0.78%,0,0%,2,0.26%,4,0.52%
48,44,807,752,93.18%,44,5.45%,5,0.62%,3,0.37%,0,0%,3,0.37%
48,45,484,448,92.56%,28,5.79%,2,0.41%,3,0.62%,0,0%,3,0.62%
48,46,434,367,84.56%,63,14.52%,3,0.69%,1,0.23%,0,0%,0,0%
49,1,447,411,91.95%,27,6.04%,4,0.89%,2,0.45%,1,0.22%,2,0.45%
49,2,411,389,94.65%,15,3.65%,2,0.49%,1,0.24%,1,0.24%,3,0.73%
49,3,819,744,90.84%,65,7.94%,6,0.73%,1,0.12%,0,0%,3,0.37%
49,4,871,781,89.67%,59,6.77%,11,1.26%,8,0.92%,2,0.23%,10,1.15%
49,5,625,565,90.40%,49,7.84%,6,0.96%,3,0.48%,1,0.16%,1,0.16%
49,6,590,539,91.36%,41,6.95%,3,0.51%,2,0.34%,0,0%,5,0.85%
49,7,563,491,87.21%,62,11.01%,3,0.53%,3,0.53%,0,0%,4,0.71%
49,8,606,537,88.61%,64,10.56%,1,0.17%,1,0.17%,0,0%,3,0.50%
49,9,697,625,89.67%,56,8.03%,5,0.72%,1,0.14%,4,0.57%,6,0.86%
49,10,747,659,88.22%,77,10.31%,5,0.67%,1,0.13%,2,0.27%,3,0.40%
49,11,851,785,92.24%,47,5.52%,8,0.94%,5,0.59%,1,0.12%,5,0.59%
49,12,816,733,89.83%,65,7.97%,5,0.61%,3,0.37%,3,0.37%,7,0.86%
49,13,787,697,88.56%,75,9.53%,8,1.02%,2,0.25%,1,0.13%,4,0.51%
49,14,534,478,89.51%,50,9.36%,2,0.37%,2,0.37%,0,0%,2,0.37%
49,15,509,459,90.18%,42,8.25%,4,0.79%,1,0.20%,1,0.20%,2,0.39%
49,16,663,574,86.58%,71,10.71%,8,1.21%,2,0.30%,2,0.30%,6,0.90%
49,17,593,478,80.61%,105,17.71%,6,1.01%,0,0%,2,0.34%,2,0.34%
49,18,825,760,92.12%,46,5.58%,9,1.09%,2,0.24%,3,0.36%,5,0.61%
49,19,642,587,91.43%,43,6.70%,4,0.62%,1,0.16%,1,0.16%,6,0.93%
49,20,996,909,91.27%,72,7.23%,9,0.90%,3,0.30%,1,0.10%,2,0.20%
49,21,427,372,87.12%,52,12.18%,1,0.23%,0,0%,1,0.23%,1,0.23%
49,22,718,620,86.35%,76,10.58%,7,0.97%,3,0.42%,4,0.56%,8,1.11%
49,23,871,761,87.37%,80,9.18%,11,1.26%,6,0.69%,2,0.23%,11,1.26%
49,24,557,508,91.20%,35,6.28%,7,1.26%,4,0.72%,1,0.18%,2,0.36%
49,25,854,754,88.29%,75,8.78%,5,0.59%,9,1.05%,3,0.35%,8,0.94%
49,26,810,700,86.42%,99,12.22%,7,0.86%,3,0.37%,0,0%,1,0.12%
49,27,769,685,89.08%,61,7.93%,8,1.04%,6,0.78%,2,0.26%,7,0.91%
49,28,946,856,90.49%,67,7.08%,6,0.63%,7,0.74%,4,0.42%,6,0.63%
49,29,811,723,89.15%,67,8.26%,6,0.74%,9,1.11%,0,0%,6,0.74%
49,30,731,634,86.73%,79,10.81%,8,1.09%,3,0.41%,1,0.14%,6,0.82%
49,31,514,451,87.74%,52,10.12%,4,0.78%,1,0.19%,4,0.78%,2,0.39%
49,32,647,582,89.95%,53,8.19%,4,0.62%,6,0.93%,1,0.15%,1,0.15%
49,33,532,488,91.73%,37,6.95%,2,0.38%,2,0.38%,1,0.19%,2,0.38%
50,1,576,276,47.92%,290,50.35%,3,0.52%,1,0.17%,0,0%,6,1.04%
50,2,362,200,55.25%,158,43.65%,2,0.55%,0,0%,1,0.28%,1,0.28%
50,3,516,272,52.71%,240,46.51%,0,0%,0,0%,1,0.19%,3,0.58%
50,4,641,443,69.11%,187,29.17%,2,0.31%,0,0%,3,0.47%,6,0.94%
50,5,445,178,40.00%,262,58.88%,2,0.45%,1,0.22%,0,0%,2,0.45%
50,6,610,450,73.77%,150,24.59%,3,0.49%,1,0.16%,1,0.16%,5,0.82%
50,7,613,536,87.44%,67,10.93%,3,0.49%,0,0%,1,0.16%,6,0.98%
50,8,559,474,84.79%,78,13.95%,1,0.18%,2,0.36%,2,0.36%,2,0.36%
50,9,475,326,68.63%,139,29.26%,2,0.42%,1,0.21%,2,0.42%,5,1.05%
50,10,680,337,49.56%,336,49.41%,2,0.29%,1,0.15%,2,0.29%,2,0.29%
50,11,429,115,26.81%,311,72.49%,2,0.47%,0,0%,0,0%,1,0.23%
50,12,265,147,55.47%,114,43.02%,0,0%,0,0%,0,0%,4,1.51%
50,13,667,544,81.56%,112,16.79%,6,0.90%,2,0.30%,0,0%,3,0.45%
50,14,200,99,49.50%,100,50.00%,1,0.50%,0,0%,0,0%,0,0%
50,15,635,526,82.83%,105,16.54%,2,0.31%,0,0%,0,0%,2,0.31%
50,16,199,105,52.76%,93,46.73%,1,0.50%,0,0%,0,0%,0,0%
50,17,647,396,61.21%,250,38.64%,0,0%,0,0%,0,0%,1,0.15%
50,18,111,48,43.24%,61,54.95%,1,0.90%,0,0%,0,0%,1,0.90%
50,19,451,356,78.94%,85,18.85%,6,1.33%,1,0.22%,1,0.22%,2,0.44%
50,20,578,445,76.99%,123,21.28%,6,1.04%,1,0.17%,1,0.17%,2,0.35%
50,21,506,373,73.72%,129,25.49%,2,0.40%,0,0%,0,0%,2,0.40%
50,22,553,300,54.25%,244,44.12%,4,0.72%,1,0.18%,0,0%,4,0.72%
50,23,448,265,59.15%,177,39.51%,1,0.22%,1,0.22%,1,0.22%,3,0.67%
50,24,510,154,30.20%,352,69.02%,2,0.39%,0,0%,1,0.20%,1,0.20%
50,25,624,257,41.19%,366,58.65%,0,0%,0,0%,0,0%,1,0.16%
50,26,666,436,65.47%,222,33.33%,3,0.45%,3,0.45%,0,0%,2,0.30%
50,27,213,119,55.87%,93,43.66%,1,0.47%,0,0%,0,0%,0,0%
50,28,632,484,76.58%,140,22.15%,5,0.79%,2,0.32%,0,0%,1,0.16%
50,29,596,467,78.36%,123,20.64%,2,0.34%,1,0.17%,1,0.17%,2,0.34%
50,30,445,366,82.25%,73,16.40%,1,0.22%,0,0%,2,0.45%,3,0.67%
50,31,754,639,84.75%,104,13.79%,5,0.66%,0,0%,1,0.13%,5,0.66%
50,32,663,555,83.71%,90,13.57%,7,1.06%,1,0.15%,4,0.60%,6,0.90%
50,33,450,182,40.44%,262,58.22%,0,0%,0,0%,0,0%,6,1.33%
50,34,757,506,66.84%,239,31.57%,3,0.40%,3,0.40%,0,0%,6,0.79%
50,35,706,590,83.57%,104,14.73%,6,0.85%,2,0.28%,0,0%,4,0.57%
50,36,568,437,76.94%,123,21.65%,1,0.18%,1,0.18%,1,0.18%,5,0.88%
50,37,570,480,84.21%,84,14.74%,5,0.88%,0,0%,0,0%,1,0.18%
50,38,236,146,61.86%,88,37.29%,2,0.85%,0,0%,0,0%,0,0%
50,39,413,211,51.09%,195,47.22%,3,0.73%,0,0%,2,0.48%,2,0.48%
50,40,594,183,30.81%,403,67.85%,3,0.51%,1,0.17%,1,0.17%,3,0.51%
